Date,Google,Microsoft,Apple,log_Google,log_Microsoft,log_Apple,3m,6m,1y,Google3m,Microsoft3m,Apple3m,Google6m,Microsoft6m,Apple6m,Google1y,Microsoft1y,Apple1y,wo3m,b3m,bo3m,wo6m,b6m,bo6m,wo1y,b1y,bo1y,wo3mtracker,b3mtracker,bo3mtracker,wo6mtracker,b6mtracker,bo6mtracker,wo1ytracker,b1ytracker,bo1ytracker,wo3matmc,b3matmc,bo3matmc,wo6matmc,b6matmc,bo6matmc,wo1yatmc,b1yatmc,bo1yatmc,wo3mcpn,b3mcpn,bo3mcpn,wo6mcpn,b6mcpn,bo6mcpn,wo1ycpn,b1ycpn,bo1ycpn,wo3matmp,b3matmp,bo3matmp,wo6matmp,b6matmp,bo6matmp,wo1yatmp,b1yatmp,bof1yatmp
09/06/2006,9.628161,21.92,2.115714,-0.57%,-0.42%,-1.67%,07/09/2006,06/12/2006,04/06/2007,0.98,1.16,1.23,1.26,1.32,1.52,1.31,1.40,2.05,0.98,1.12,1.23,1.26,1.37,1.52,1.31,1.59,2.05,0.98,1.12,1.23,1.26,1.37,1.52,1.31,1.59,2.05,0.31,0.59,1.05,0.00,0.12,0.23,0.26,0.37,0.52,1.31,1.59,2.05,1.00,1.12,1.23,1.26,1.37,1.52,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
12/06/2006,9.502881,21.709999,2.035714,0.56%,-0.40%,1.00%,10/09/2006,09/12/2006,07/06/2007,1.01,1.19,1.27,1.28,1.34,1.58,1.35,1.36,2.18,1.01,1.16,1.27,1.28,1.40,1.58,1.35,1.63,2.18,1.01,1.16,1.27,1.28,1.40,1.58,1.35,1.63,2.18,0.35,0.63,1.18,0.01,0.16,0.27,0.28,0.40,0.58,1.35,1.63,2.18,1.01,1.16,1.27,1.28,1.40,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/06/2006,9.626916,21.51,2.083214,-0.24%,0.74%,-0.54%,11/09/2006,10/12/2006,08/06/2007,0.99,1.20,1.24,1.25,1.37,1.52,1.33,1.40,2.13,0.99,1.15,1.24,1.25,1.38,1.52,1.33,1.62,2.13,0.99,1.15,1.24,1.25,1.38,1.52,1.33,1.62,2.13,0.33,0.62,1.13,0.00,0.15,0.24,0.25,0.38,0.52,1.33,1.62,2.13,1.00,1.15,1.24,1.25,1.38,1.52,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
14/06/2006,9.573865,21.879999,2.0575,0.74%,0.38%,1.31%,12/09/2006,11/12/2006,09/06/2007,1.02,1.19,1.26,1.26,1.35,1.54,1.34,1.37,2.09,1.02,1.16,1.26,1.26,1.38,1.54,1.34,1.60,2.09,1.02,1.16,1.26,1.26,1.38,1.54,1.34,1.60,2.09,0.34,0.60,1.09,0.02,0.16,0.26,0.26,0.38,0.54,1.34,1.60,2.09,1.02,1.16,1.26,1.26,1.38,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15/06/2006,9.738498,22.07,2.120714,-0.03%,0.06%,-1.35%,13/09/2006,12/12/2006,10/06/2007,1.04,1.18,1.25,1.23,1.33,1.45,1.31,1.35,2.03,1.04,1.16,1.25,1.23,1.34,1.45,1.31,1.56,2.03,1.04,1.16,1.25,1.23,1.34,1.45,1.31,1.56,2.03,0.31,0.56,1.03,0.04,0.16,0.25,0.23,0.34,0.45,1.31,1.56,2.03,1.04,1.16,1.25,1.23,1.34,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16/06/2006,9.731026,22.1,2.055714,-0.29%,0.88%,-0.27%,14/09/2006,13/12/2006,11/06/2007,1.03,1.19,1.29,1.23,1.34,1.55,1.31,1.36,2.09,1.03,1.17,1.29,1.23,1.37,1.55,1.31,1.59,2.09,1.03,1.17,1.29,1.23,1.37,1.55,1.31,1.59,2.09,0.31,0.59,1.09,0.03,0.17,0.29,0.23,0.37,0.55,1.31,1.59,2.09,1.03,1.17,1.29,1.23,1.37,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19/06/2006,9.667265,22.549999,2.042857,-0.11%,0.02%,0.20%,17/09/2006,16/12/2006,14/06/2007,1.07,1.19,1.29,1.23,1.31,1.56,1.30,1.35,2.08,1.07,1.18,1.29,1.23,1.37,1.56,1.30,1.57,2.08,1.07,1.18,1.29,1.23,1.37,1.56,1.30,1.57,2.08,0.30,0.57,1.08,0.07,0.18,0.29,0.23,0.37,0.56,1.30,1.57,2.08,1.07,1.18,1.29,1.23,1.37,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20/06/2006,9.643105,22.559999,2.0525,1.65%,0.99%,0.29%,18/09/2006,17/12/2006,15/06/2007,1.07,1.19,1.29,1.20,1.32,1.49,1.31,1.35,2.10,1.07,1.18,1.29,1.20,1.34,1.49,1.31,1.58,2.10,1.07,1.18,1.29,1.20,1.34,1.49,1.31,1.58,2.10,0.31,0.58,1.10,0.07,0.18,0.29,0.20,0.34,0.49,1.31,1.58,2.10,1.07,1.18,1.29,1.20,1.34,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21/06/2006,10.015709,23.08,2.066429,-0.24%,-0.38%,1.27%,19/09/2006,18/12/2006,16/06/2007,1.00,1.16,1.27,1.15,1.30,1.48,1.26,1.32,2.16,1.00,1.15,1.27,1.15,1.31,1.48,1.26,1.58,2.16,1.00,1.15,1.27,1.15,1.31,1.48,1.26,1.58,2.16,0.26,0.58,1.16,0.00,0.15,0.27,0.15,0.31,0.48,1.26,1.58,2.16,1.00,1.15,1.27,1.15,1.31,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22/06/2006,9.961412,22.879999,2.127857,0.53%,-0.73%,-0.55%,20/09/2006,19/12/2006,17/06/2007,0.99,1.19,1.26,1.17,1.31,1.45,1.29,1.33,2.08,0.99,1.15,1.26,1.17,1.31,1.45,1.29,1.56,2.08,0.99,1.15,1.26,1.17,1.31,1.45,1.29,1.56,2.08,0.29,0.56,1.08,0.00,0.15,0.26,0.17,0.31,0.45,1.29,1.56,2.08,1.00,1.15,1.26,1.17,1.31,1.45,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
23/06/2006,10.083704,22.5,2.101071,-0.07%,0.61%,0.12%,21/09/2006,20/12/2006,18/06/2007,1.00,1.20,1.27,1.14,1.34,1.44,1.27,1.36,2.13,1.00,1.16,1.27,1.14,1.31,1.44,1.27,1.58,2.13,1.00,1.16,1.27,1.14,1.31,1.44,1.27,1.58,2.13,0.27,0.58,1.13,0.00,0.16,0.27,0.14,0.31,0.44,1.27,1.58,2.13,1.00,1.16,1.27,1.14,1.31,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26/06/2006,10.067764,22.82,2.106786,-0.20%,0.08%,-1.16%,24/09/2006,23/12/2006,21/06/2007,1.00,1.18,1.28,1.15,1.32,1.44,1.27,1.32,2.10,1.00,1.15,1.28,1.15,1.30,1.44,1.27,1.57,2.10,1.00,1.15,1.28,1.15,1.30,1.44,1.27,1.57,2.10,0.27,0.57,1.10,0.00,0.15,0.28,0.15,0.30,0.44,1.27,1.57,2.10,1.00,1.15,1.28,1.15,1.30,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27/06/2006,10.020441,22.860001,2.051071,0.41%,0.57%,-1.08%,25/09/2006,24/12/2006,22/06/2007,1.00,1.18,1.32,1.15,1.32,1.48,1.30,1.29,2.14,1.00,1.17,1.32,1.15,1.31,1.48,1.29,1.58,2.14,1.00,1.17,1.32,1.15,1.31,1.48,1.29,1.58,2.14,0.29,0.58,1.14,0.00,0.17,0.32,0.15,0.31,0.48,1.29,1.58,2.14,1.00,1.17,1.32,1.15,1.31,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28/06/2006,10.114837,23.16,2.000714,1.23%,0.58%,2.23%,26/09/2006,25/12/2006,23/06/2007,1.00,1.17,1.39,1.13,1.29,1.46,1.29,1.27,2.18,1.00,1.19,1.39,1.13,1.29,1.46,1.27,1.58,2.18,1.00,1.19,1.39,1.13,1.29,1.46,1.27,1.58,2.18,0.27,0.58,1.18,0.00,0.19,0.39,0.13,0.29,0.46,1.27,1.58,2.18,1.00,1.19,1.39,1.13,1.29,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29/06/2006,10.406245,23.469999,2.106071,0.16%,-0.32%,-1.27%,27/09/2006,26/12/2006,24/06/2007,0.96,1.17,1.30,1.10,1.28,1.38,1.26,1.26,2.03,0.96,1.14,1.30,1.10,1.25,1.38,1.26,1.52,2.03,0.96,1.14,1.30,1.10,1.25,1.38,1.26,1.52,2.03,0.26,0.52,1.03,0.00,0.14,0.30,0.10,0.25,0.38,1.26,1.52,2.03,1.00,1.14,1.30,1.10,1.25,1.38,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
30/06/2006,10.444103,23.299999,2.045357,0.40%,0.74%,0.51%,28/09/2006,27/12/2006,25/06/2007,0.96,1.18,1.34,1.12,1.29,1.42,1.26,1.27,2.14,0.96,1.16,1.34,1.12,1.28,1.42,1.26,1.55,2.14,0.96,1.16,1.34,1.12,1.28,1.42,1.26,1.55,2.14,0.26,0.55,1.14,0.00,0.16,0.34,0.12,0.28,0.42,1.26,1.55,2.14,1.00,1.16,1.34,1.12,1.28,1.42,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
03/07/2006,10.540492,23.700001,2.069643,-0.18%,-0.65%,-0.72%,01/10/2006,30/12/2006,28/06/2007,0.95,1.15,1.29,1.11,1.27,1.41,1.24,1.26,2.08,0.95,1.13,1.29,1.11,1.26,1.41,1.24,1.53,2.08,0.95,1.13,1.29,1.11,1.26,1.41,1.24,1.53,2.08,0.24,0.53,1.08,0.00,0.13,0.29,0.11,0.26,0.41,1.24,1.53,2.08,1.00,1.13,1.29,1.11,1.26,1.41,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
05/07/2006,10.497154,23.35,2.035714,0.18%,0.24%,-0.95%,03/10/2006,01/01/2007,30/06/2007,0.96,1.17,1.30,1.11,1.29,1.43,1.25,1.27,2.13,0.96,1.14,1.30,1.11,1.28,1.43,1.25,1.55,2.13,0.96,1.14,1.30,1.11,1.28,1.43,1.25,1.55,2.13,0.25,0.55,1.13,0.00,0.14,0.30,0.11,0.28,0.43,1.25,1.55,2.13,1.00,1.14,1.30,1.11,1.28,1.43,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
06/07/2006,10.540243,23.48,1.991786,-0.28%,-0.33%,-0.29%,04/10/2006,02/01/2007,01/07/2007,0.98,1.19,1.35,1.10,1.27,1.50,1.25,1.28,2.28,0.98,1.17,1.35,1.10,1.29,1.50,1.25,1.60,2.28,0.98,1.17,1.35,1.10,1.29,1.50,1.25,1.60,2.28,0.25,0.60,1.28,0.00,0.17,0.35,0.10,0.29,0.50,1.25,1.60,2.28,1.00,1.17,1.35,1.10,1.29,1.50,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
07/07/2006,10.471998,23.299999,1.978571,-0.23%,0.37%,-0.31%,05/10/2006,03/01/2007,02/07/2007,0.98,1.20,1.35,1.11,1.28,1.51,1.26,1.28,2.19,0.98,1.18,1.35,1.11,1.30,1.51,1.26,1.58,2.19,0.98,1.18,1.35,1.11,1.30,1.51,1.26,1.58,2.19,0.26,0.58,1.19,0.00,0.18,0.35,0.11,0.30,0.51,1.26,1.58,2.19,1.00,1.18,1.35,1.11,1.30,1.51,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
10/07/2006,10.415958,23.5,1.964286,0.66%,-0.75%,0.51%,08/10/2006,06/01/2007,05/07/2007,1.03,1.18,1.36,1.12,1.27,1.52,1.30,1.28,2.41,1.03,1.19,1.36,1.12,1.30,1.52,1.28,1.66,2.41,1.03,1.19,1.36,1.12,1.30,1.52,1.28,1.66,2.41,0.28,0.66,1.41,0.03,0.19,0.36,0.12,0.30,0.52,1.28,1.66,2.41,1.03,1.19,1.36,1.12,1.30,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/07/2006,10.574365,23.1,1.9875,-0.75%,-0.87%,-2.15%,09/10/2006,07/01/2007,06/07/2007,1.01,1.20,1.34,1.14,1.30,1.54,1.27,1.30,2.38,1.01,1.18,1.34,1.14,1.32,1.54,1.27,1.65,2.38,1.01,1.18,1.34,1.14,1.32,1.54,1.27,1.65,2.38,0.27,0.65,1.38,0.01,0.18,0.34,0.14,0.32,0.54,1.27,1.65,2.38,1.01,1.18,1.34,1.14,1.32,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/07/2006,10.392297,22.639999,1.891429,-0.89%,-0.74%,-0.59%,10/10/2006,08/01/2007,07/07/2007,1.02,1.22,1.39,1.16,1.32,1.61,1.29,1.32,2.46,1.02,1.21,1.39,1.16,1.36,1.61,1.29,1.69,2.46,1.02,1.21,1.39,1.16,1.36,1.61,1.29,1.69,2.46,0.29,0.69,1.46,0.02,0.21,0.39,0.16,0.36,0.61,1.29,1.69,2.46,1.02,1.21,1.39,1.16,1.36,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/07/2006,10.182583,22.26,1.866071,-0.57%,0.06%,-1.33%,11/10/2006,09/01/2007,08/07/2007,1.04,1.24,1.40,1.19,1.35,1.77,1.33,1.32,2.53,1.04,1.23,1.40,1.19,1.44,1.77,1.32,1.73,2.53,1.04,1.23,1.40,1.19,1.44,1.77,1.32,1.73,2.53,0.32,0.73,1.53,0.04,0.23,0.40,0.19,0.44,0.77,1.32,1.73,2.53,1.04,1.23,1.40,1.19,1.44,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14/07/2006,10.049831,22.290001,1.809643,0.47%,0.37%,1.43%,12/10/2006,10/01/2007,09/07/2007,1.06,1.27,1.49,1.21,1.33,1.91,1.34,1.34,2.57,1.06,1.27,1.49,1.21,1.49,1.91,1.34,1.75,2.57,1.06,1.27,1.49,1.21,1.49,1.91,1.34,1.75,2.57,0.34,0.75,1.57,0.06,0.27,0.49,0.21,0.49,0.91,1.34,1.75,2.57,1.06,1.27,1.49,1.21,1.49,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17/07/2006,10.159171,22.48,1.870357,-0.52%,0.50%,0.44%,15/10/2006,13/01/2007,12/07/2007,1.03,1.27,1.44,1.20,1.32,1.85,1.34,1.34,2.56,1.03,1.25,1.44,1.20,1.46,1.85,1.34,1.74,2.56,1.03,1.25,1.44,1.20,1.46,1.85,1.34,1.74,2.56,0.34,0.74,1.56,0.03,0.25,0.44,0.20,0.46,0.85,1.34,1.74,2.56,1.03,1.25,1.44,1.20,1.46,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18/07/2006,10.038623,22.74,1.889286,-0.44%,1.24%,0.97%,16/10/2006,14/01/2007,13/07/2007,1.05,1.25,1.43,1.21,1.30,1.83,1.37,1.31,2.60,1.05,1.24,1.43,1.21,1.45,1.83,1.31,1.76,2.60,1.05,1.24,1.43,1.21,1.45,1.83,1.31,1.76,2.60,0.31,0.76,1.60,0.05,0.24,0.43,0.21,0.45,0.83,1.31,1.76,2.60,1.05,1.24,1.43,1.21,1.45,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19/07/2006,9.937751,23.4,1.932143,-1.31%,-1.03%,4.86%,17/10/2006,15/01/2007,14/07/2007,1.05,1.22,1.37,1.26,1.33,1.79,1.38,1.28,2.55,1.05,1.21,1.37,1.26,1.46,1.79,1.28,1.74,2.55,1.05,1.21,1.37,1.26,1.46,1.79,1.28,1.74,2.55,0.28,0.74,1.55,0.05,0.21,0.37,0.26,0.46,0.79,1.28,1.74,2.55,1.05,1.21,1.37,1.26,1.46,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20/07/2006,9.64186,22.85,2.160714,0.33%,1.90%,0.16%,18/10/2006,16/01/2007,15/07/2007,1.08,1.25,1.23,1.30,1.36,1.60,1.43,1.35,2.30,1.08,1.19,1.25,1.30,1.42,1.60,1.35,1.69,2.30,1.08,1.19,1.25,1.30,1.42,1.60,1.35,1.69,2.30,0.35,0.69,1.30,0.08,0.19,0.25,0.30,0.42,0.60,1.35,1.69,2.30,1.08,1.19,1.25,1.30,1.42,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21/07/2006,9.716331,23.870001,2.168571,0.09%,0.24%,0.50%,19/10/2006,17/01/2007,16/07/2007,1.09,1.19,1.30,1.27,1.30,1.56,1.42,1.26,2.27,1.09,1.19,1.30,1.27,1.38,1.56,1.26,1.65,2.27,1.09,1.19,1.30,1.27,1.38,1.56,1.26,1.65,2.27,0.26,0.65,1.27,0.09,0.19,0.30,0.27,0.38,0.56,1.26,1.65,2.27,1.09,1.19,1.30,1.27,1.38,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24/07/2006,9.736007,24,2.193571,-0.17%,0.40%,0.36%,22/10/2006,20/01/2007,19/07/2007,1.23,1.19,1.33,1.27,1.30,1.55,1.40,1.31,2.28,1.19,1.25,1.33,1.27,1.37,1.55,1.31,1.67,2.28,1.19,1.25,1.33,1.27,1.37,1.55,1.31,1.67,2.28,0.31,0.67,1.28,0.19,0.25,0.33,0.27,0.37,0.55,1.31,1.67,2.28,1.19,1.25,1.33,1.27,1.37,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25/07/2006,9.697651,24.219999,2.211786,-0.43%,0.27%,1.34%,23/10/2006,21/01/2007,20/07/2007,1.23,1.17,1.32,1.23,1.27,1.40,1.34,1.29,2.32,1.17,1.24,1.32,1.23,1.30,1.40,1.29,1.65,2.32,1.17,1.24,1.32,1.23,1.30,1.40,1.29,1.65,2.32,0.29,0.65,1.32,0.17,0.24,0.32,0.23,0.30,0.40,1.29,1.65,2.32,1.17,1.24,1.32,1.23,1.30,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26/07/2006,9.601511,24.370001,2.281071,-0.35%,-0.90%,-0.32%,24/10/2006,22/01/2007,21/07/2007,1.23,1.16,1.27,1.25,1.26,1.36,1.35,1.28,2.25,1.16,1.22,1.27,1.25,1.29,1.36,1.28,1.63,2.25,1.16,1.22,1.27,1.25,1.29,1.36,1.28,1.63,2.25,0.28,0.63,1.25,0.16,0.22,0.27,0.25,0.29,0.36,1.28,1.63,2.25,1.16,1.22,1.27,1.25,1.29,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27/07/2006,9.524301,23.870001,2.264286,0.64%,0.69%,1.47%,25/10/2006,23/01/2007,22/07/2007,1.27,1.19,1.29,1.25,1.29,1.35,1.34,1.29,2.13,1.19,1.25,1.29,1.25,1.30,1.35,1.29,1.59,2.13,1.19,1.25,1.29,1.25,1.30,1.35,1.29,1.59,2.13,0.29,0.59,1.13,0.19,0.25,0.29,0.25,0.30,0.35,1.29,1.59,2.13,1.19,1.25,1.29,1.25,1.30,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28/07/2006,9.666767,24.25,2.3425,-0.17%,-0.34%,1.54%,26/10/2006,24/01/2007,23/07/2007,1.25,1.17,1.25,1.29,1.28,1.32,1.32,1.29,2.19,1.17,1.22,1.25,1.28,1.30,1.32,1.29,1.60,2.19,1.17,1.22,1.25,1.28,1.30,1.32,1.29,1.60,2.19,0.29,0.60,1.19,0.17,0.22,0.25,0.28,0.30,0.32,1.29,1.60,2.19,1.17,1.22,1.25,1.28,1.30,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31/07/2006,9.628908,24.059999,2.427143,-1.26%,-0.13%,-0.50%,29/10/2006,27/01/2007,26/07/2007,1.23,1.19,1.18,1.29,1.29,1.28,1.31,1.25,2.15,1.18,1.20,1.23,1.28,1.29,1.29,1.25,1.57,2.15,1.18,1.20,1.23,1.28,1.29,1.29,1.25,1.57,2.15,0.25,0.57,1.15,0.18,0.20,0.23,0.28,0.29,0.29,1.25,1.57,2.15,1.18,1.20,1.23,1.28,1.29,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/08/2006,9.352694,23.99,2.399286,-0.97%,0.56%,0.63%,30/10/2006,28/01/2007,27/07/2007,1.27,1.19,1.20,1.31,1.27,1.28,1.36,1.23,2.14,1.19,1.22,1.27,1.27,1.29,1.31,1.23,1.58,2.14,1.19,1.22,1.27,1.27,1.29,1.31,1.23,1.58,2.14,0.23,0.58,1.14,0.19,0.22,0.27,0.27,0.29,0.31,1.23,1.58,2.14,1.19,1.22,1.27,1.27,1.29,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02/08/2006,9.146467,24.299999,2.434286,0.95%,-0.16%,0.90%,31/10/2006,29/01/2007,28/07/2007,1.30,1.18,1.19,1.34,1.26,1.26,1.39,1.21,2.07,1.18,1.22,1.30,1.26,1.29,1.34,1.21,1.56,2.07,1.18,1.22,1.30,1.26,1.29,1.34,1.21,1.56,2.07,0.21,0.56,1.07,0.18,0.22,0.30,0.26,0.29,0.34,1.21,1.56,2.07,1.18,1.22,1.30,1.26,1.29,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03/08/2006,9.349705,24.209999,2.485357,-0.18%,0.14%,-0.81%,01/11/2006,30/01/2007,29/07/2007,1.25,1.19,1.14,1.32,1.26,1.23,1.37,1.20,1.89,1.14,1.19,1.25,1.23,1.27,1.32,1.20,1.49,1.89,1.14,1.19,1.25,1.23,1.27,1.32,1.20,1.49,1.89,0.20,0.49,0.89,0.14,0.19,0.25,0.23,0.27,0.32,1.20,1.49,1.89,1.14,1.19,1.25,1.23,1.27,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04/08/2006,9.311349,24.290001,2.439286,0.47%,-0.13%,-0.70%,02/11/2006,31/01/2007,30/07/2007,1.26,1.18,1.16,1.34,1.27,1.26,1.38,1.21,2.07,1.16,1.20,1.26,1.26,1.29,1.34,1.21,1.55,2.07,1.16,1.20,1.26,1.26,1.29,1.34,1.21,1.55,2.07,0.21,0.55,1.07,0.16,0.20,0.26,0.26,0.29,0.34,1.21,1.55,2.07,1.16,1.20,1.26,1.26,1.29,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07/08/2006,9.413466,24.219999,2.400357,0.35%,0.21%,-1.60%,05/11/2006,03/02/2007,02/08/2007,1.26,1.19,1.19,1.33,1.27,1.28,1.35,1.22,2.03,1.19,1.21,1.26,1.27,1.29,1.33,1.22,1.53,2.03,1.19,1.21,1.26,1.27,1.29,1.33,1.22,1.53,2.03,0.22,0.53,1.03,0.19,0.21,0.26,0.27,0.29,0.33,1.22,1.53,2.03,1.19,1.21,1.26,1.27,1.29,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08/08/2006,9.489431,24.34,2.313571,-0.47%,0.18%,-0.81%,06/11/2006,04/02/2007,03/08/2007,1.25,1.18,1.23,1.23,1.22,1.30,1.32,1.19,2.04,1.18,1.22,1.25,1.22,1.25,1.30,1.19,1.52,2.04,1.18,1.22,1.25,1.22,1.25,1.30,1.19,1.52,2.04,0.19,0.52,1.04,0.18,0.22,0.25,0.22,0.25,0.30,1.19,1.52,2.04,1.18,1.22,1.25,1.22,1.25,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/08/2006,9.38831,24.440001,2.271071,-0.32%,0.04%,0.33%,07/11/2006,05/02/2007,04/08/2007,1.25,1.18,1.27,1.24,1.21,1.32,1.33,1.21,2.13,1.18,1.23,1.27,1.21,1.26,1.32,1.21,1.56,2.13,1.18,1.23,1.27,1.21,1.26,1.32,1.21,1.56,2.13,0.21,0.56,1.13,0.18,0.23,0.27,0.21,0.26,0.32,1.21,1.56,2.13,1.18,1.23,1.27,1.21,1.26,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/08/2006,9.320066,24.459999,2.288214,-0.67%,-0.05%,-0.29%,08/11/2006,06/02/2007,05/08/2007,1.27,1.18,1.29,1.26,1.21,1.31,1.36,1.21,2.11,1.18,1.25,1.29,1.21,1.26,1.31,1.21,1.56,2.11,1.18,1.25,1.29,1.21,1.26,1.31,1.21,1.56,2.11,0.21,0.56,1.11,0.18,0.25,0.29,0.21,0.26,0.31,1.21,1.56,2.11,1.18,1.25,1.29,1.21,1.26,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/08/2006,9.178098,24.43,2.273214,0.11%,0.18%,0.20%,09/11/2006,07/02/2007,06/08/2007,1.28,1.20,1.31,1.28,1.20,1.35,1.38,1.21,2.12,1.20,1.26,1.31,1.20,1.28,1.35,1.21,1.57,2.12,1.20,1.26,1.31,1.20,1.28,1.35,1.21,1.57,2.12,0.21,0.57,1.12,0.20,0.26,0.31,0.20,0.28,0.35,1.21,1.57,2.12,1.20,1.26,1.31,1.20,1.28,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14/08/2006,9.201261,24.530001,2.283571,1.34%,0.16%,1.67%,12/11/2006,10/02/2007,09/08/2007,1.30,1.20,1.32,1.27,1.20,1.35,1.39,1.19,1.98,1.20,1.27,1.32,1.20,1.27,1.35,1.19,1.52,1.98,1.20,1.27,1.32,1.20,1.27,1.35,1.19,1.52,1.98,0.19,0.52,0.98,0.20,0.27,0.32,0.20,0.27,0.35,1.19,1.52,1.98,1.20,1.27,1.32,1.20,1.27,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15/08/2006,9.488684,24.620001,2.373214,0.76%,0.14%,0.99%,13/11/2006,11/02/2007,10/08/2007,1.26,1.19,1.27,1.20,1.18,1.28,1.35,1.17,1.88,1.19,1.24,1.27,1.18,1.22,1.28,1.17,1.47,1.88,1.19,1.24,1.27,1.18,1.22,1.28,1.17,1.47,1.88,0.17,0.47,0.88,0.19,0.24,0.27,0.18,0.22,0.28,1.17,1.47,1.88,1.19,1.24,1.27,1.18,1.22,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16/08/2006,9.656804,24.700001,2.427857,-0.22%,0.00%,-0.25%,14/11/2006,12/02/2007,11/08/2007,1.26,1.18,1.25,1.18,1.17,1.25,1.33,1.16,1.88,1.18,1.23,1.26,1.17,1.20,1.25,1.16,1.46,1.88,1.18,1.23,1.26,1.17,1.20,1.25,1.16,1.46,1.88,0.16,0.46,0.88,0.18,0.23,0.26,0.17,0.20,0.25,1.16,1.46,1.88,1.18,1.23,1.26,1.17,1.20,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17/08/2006,9.608983,24.700001,2.413929,-0.28%,1.88%,0.21%,15/11/2006,13/02/2007,12/08/2007,1.28,1.18,1.24,1.19,1.17,1.25,1.34,1.14,1.84,1.18,1.23,1.28,1.17,1.21,1.25,1.14,1.44,1.84,1.18,1.23,1.28,1.17,1.21,1.25,1.14,1.44,1.84,0.14,0.44,0.84,0.18,0.23,0.28,0.17,0.21,0.25,1.14,1.44,1.84,1.18,1.23,1.28,1.17,1.21,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
