Date,Google,Microsoft,Apple,log_Google,log_Microsoft,log_Apple,3m,6m,1y,Google3m,Microsoft3m,Apple3m,Google6m,Microsoft6m,Apple6m,Google1y,Microsoft1y,Apple1y,wo3m,b3m,bo3m,wo6m,b6m,bo6m,wo1y,b1y,bo1y,wo3mtracker,b3mtracker,bo3mtracker,wo6mtracker,b6mtracker,bo6mtracker,wo1ytracker,b1ytracker,bo1ytracker,wo3matmc,b3matmc,bo3matmc,wo6matmc,b6matmc,bo6matmc,wo1yatmc,b1yatmc,bo1yatmc,wo3mcpn,b3mcpn,bo3mcpn,wo6mcpn,b6mcpn,bo6mcpn,wo1ycpn,b1ycpn,bo1ycpn,wo3matmp,b3matmp,bo3matmp,wo6matmp,b6matmp,bo6matmp,wo1yatmp,b1yatmp,bof1yatmp
19/08/2004,2.499133,27.120001,0.548393,3.32%,0.13%,0.13%,17/11/2004,15/02/2005,14/08/2005,1.72,1.00,1.79,1.95,0.96,2.88,2.83,0.99,3.01,1.00,1.50,1.79,0.96,1.93,2.88,0.99,2.28,3.01,1.00,1.50,1.79,0.96,1.93,2.88,0.99,2.28,3.01,0.00,1.28,2.01,0.00,0.50,0.79,0.00,0.93,1.88,1.00,2.28,3.01,1.00,1.50,1.79,1.00,1.93,2.88,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00
20/08/2004,2.697639,27.200001,0.55,0.43%,0.06%,0.39%,18/11/2004,16/02/2005,15/08/2005,1.55,1.00,1.80,1.83,0.95,2.93,2.62,1.00,3.10,1.00,1.45,1.80,0.95,1.90,2.93,1.00,2.24,3.10,1.00,1.45,1.80,0.95,1.90,2.93,1.00,2.24,3.10,0.00,1.24,2.10,0.00,0.45,0.80,0.00,0.90,1.93,1.00,2.24,3.10,1.00,1.45,1.80,1.00,1.90,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00
23/08/2004,2.724787,27.24,0.555,-1.84%,0.00%,1.20%,21/11/2004,19/02/2005,18/08/2005,1.51,0.98,1.97,1.81,0.95,2.90,2.56,0.98,2.98,0.98,1.49,1.97,0.95,1.89,2.90,0.98,2.17,2.98,0.98,1.49,1.97,0.95,1.89,2.90,0.98,2.17,2.98,0.00,1.17,1.98,0.00,0.49,0.97,0.00,0.89,1.90,1.00,2.17,2.98,1.00,1.49,1.97,1.00,1.89,2.90,0.02,0.00,0.00,0.02,0.00,0.00,0.05,0.00,0.00
24/08/2004,2.61196,27.24,0.570536,0.47%,0.49%,1.47%,22/11/2004,20/02/2005,19/08/2005,1.57,0.98,1.92,1.89,0.95,2.82,2.67,0.98,2.87,0.98,1.49,1.92,0.95,1.89,2.82,0.98,2.17,2.87,0.98,1.49,1.92,0.95,1.89,2.82,0.98,2.17,2.87,0.00,1.17,1.87,0.00,0.49,0.92,0.00,0.89,1.82,1.00,2.17,2.87,1.00,1.49,1.92,1.00,1.89,2.82,0.02,0.00,0.00,0.02,0.00,0.00,0.05,0.00,0.00
25/08/2004,2.640104,27.549999,0.590179,0.78%,-0.17%,2.07%,23/11/2004,21/02/2005,20/08/2005,1.58,0.96,1.85,1.81,0.92,2.58,2.64,0.98,2.78,0.96,1.47,1.85,0.92,1.77,2.58,0.98,2.13,2.78,0.96,1.47,1.85,0.92,1.77,2.58,0.98,2.13,2.78,0.00,1.13,1.78,0.00,0.47,0.85,0.00,0.77,1.58,1.00,2.13,2.78,1.00,1.47,1.85,1.00,1.77,2.58,0.02,0.00,0.00,0.04,0.00,0.00,0.08,0.00,0.00
26/08/2004,2.687676,27.440001,0.618929,-0.71%,0.03%,-0.39%,24/11/2004,22/02/2005,21/08/2005,1.62,0.97,1.85,1.77,0.92,2.46,2.54,0.98,2.64,0.97,1.48,1.85,0.92,1.72,2.46,0.98,2.05,2.64,0.97,1.48,1.85,0.92,1.72,2.46,0.98,2.05,2.64,0.00,1.05,1.64,0.00,0.48,0.85,0.00,0.72,1.46,1.00,2.05,2.64,1.00,1.48,1.85,1.00,1.72,2.46,0.02,0.00,0.00,0.03,0.00,0.00,0.08,0.00,0.00
27/08/2004,2.64384,27.459999,0.613393,-1.73%,-0.25%,-0.29%,25/11/2004,23/02/2005,22/08/2005,1.69,0.97,1.88,1.83,0.92,2.57,2.58,0.98,2.67,0.97,1.51,1.88,0.92,1.77,2.57,0.98,2.08,2.67,0.97,1.51,1.88,0.92,1.77,2.57,0.98,2.08,2.67,0.00,1.08,1.67,0.00,0.51,0.88,0.00,0.77,1.57,1.00,2.08,2.67,1.00,1.51,1.88,1.00,1.77,2.57,0.02,0.00,0.00,0.03,0.00,0.00,0.08,0.00,0.00
30/08/2004,2.540727,27.299999,0.609286,0.15%,0.00%,0.47%,28/11/2004,26/02/2005,25/08/2005,1.77,0.98,2.01,1.90,0.92,2.59,2.77,0.99,2.70,0.98,1.59,2.01,0.92,1.80,2.59,0.99,2.15,2.77,0.98,1.59,2.01,0.92,1.80,2.59,0.99,2.15,2.77,0.00,1.15,1.77,0.00,0.59,1.01,0.00,0.80,1.59,1.00,2.15,2.77,1.00,1.59,2.01,1.00,1.80,2.59,0.01,0.00,0.00,0.02,0.00,0.00,0.08,0.00,0.00
31/08/2004,2.549693,27.299999,0.615893,-0.91%,0.14%,1.69%,29/11/2004,27/02/2005,26/08/2005,1.77,0.98,1.98,1.84,0.92,2.60,2.77,0.99,2.65,0.98,1.58,1.98,0.92,1.79,2.60,0.99,2.14,2.77,0.98,1.58,1.98,0.92,1.79,2.60,0.99,2.14,2.77,0.00,1.14,1.77,0.00,0.58,0.98,0.00,0.79,1.60,1.00,2.14,2.77,1.00,1.58,1.98,1.00,1.79,2.60,0.01,0.00,0.00,0.02,0.00,0.00,0.08,0.00,0.00
01/09/2004,2.496891,27.389999,0.640357,0.54%,0.36%,-0.24%,30/11/2004,28/02/2005,27/08/2005,1.82,0.98,1.87,1.88,0.92,2.50,2.83,0.99,2.56,0.98,1.55,1.87,0.92,1.77,2.50,0.99,2.13,2.83,0.98,1.55,1.87,0.92,1.77,2.50,0.99,2.13,2.83,0.00,1.13,1.83,0.00,0.55,0.87,0.00,0.77,1.50,1.00,2.13,2.83,1.00,1.55,1.87,1.00,1.77,2.50,0.01,0.00,0.00,0.02,0.00,0.00,0.08,0.00,0.00
02/09/2004,2.528273,27.620001,0.636786,-0.65%,-0.81%,-0.53%,01/12/2004,01/03/2005,28/08/2005,1.77,0.99,1.90,1.83,0.92,2.50,2.84,0.98,2.61,0.99,1.55,1.90,0.92,1.75,2.50,0.98,2.15,2.84,0.99,1.55,1.90,0.92,1.75,2.50,0.98,2.15,2.84,0.00,1.15,1.84,0.00,0.55,0.90,0.00,0.75,1.50,1.00,2.15,2.84,1.00,1.55,1.90,1.00,1.75,2.50,0.02,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00
03/09/2004,2.490913,27.110001,0.629107,0.68%,0.40%,0.65%,02/12/2004,02/03/2005,29/08/2005,1.79,1.00,1.85,1.85,0.93,2.50,2.88,1.00,2.60,1.00,1.55,1.85,0.93,1.76,2.50,1.00,2.16,2.88,1.00,1.55,1.85,0.93,1.76,2.50,1.00,2.16,2.88,0.00,1.16,1.88,0.00,0.55,0.85,0.00,0.76,1.50,1.00,2.16,2.88,1.00,1.55,1.85,1.00,1.76,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
07/09/2004,2.530017,27.360001,0.638571,0.31%,-0.16%,0.71%,06/12/2004,06/03/2005,02/09/2005,1.74,1.00,1.84,1.86,0.93,2.39,2.84,0.99,2.59,1.00,1.52,1.84,0.93,1.73,2.39,0.99,2.14,2.84,1.00,1.52,1.84,0.93,1.73,2.39,0.99,2.14,2.84,0.00,1.14,1.84,0.00,0.52,0.84,0.00,0.73,1.39,1.00,2.14,2.84,1.00,1.52,1.84,1.00,1.73,2.39,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
08/09/2004,2.54795,27.26,0.649107,0.00%,0.03%,-0.78%,07/12/2004,07/03/2005,03/09/2005,1.68,0.99,1.73,1.85,0.93,2.35,2.82,0.99,2.54,0.99,1.47,1.73,0.93,1.71,2.35,0.99,2.12,2.82,0.99,1.47,1.73,0.93,1.71,2.35,0.99,2.12,2.82,0.00,1.12,1.82,0.00,0.47,0.73,0.00,0.71,1.35,1.00,2.12,2.82,1.00,1.47,1.73,1.00,1.71,2.35,0.01,0.00,0.00,0.01,0.00,0.00,0.07,0.00,0.00
09/09/2004,2.548199,27.280001,0.6375,1.26%,0.33%,0.21%,08/12/2004,08/03/2005,04/09/2005,1.66,1.00,1.77,1.81,0.93,2.27,2.82,0.99,2.73,1.00,1.48,1.77,0.93,1.67,2.27,0.99,2.18,2.82,1.00,1.48,1.77,0.93,1.67,2.27,0.99,2.18,2.82,0.00,1.18,1.82,0.00,0.48,0.77,0.00,0.67,1.27,1.00,2.18,2.82,1.00,1.48,1.77,1.00,1.67,2.27,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
10/09/2004,2.623417,27.49,0.640536,0.89%,-0.38%,-0.34%,09/12/2004,09/03/2005,05/09/2005,1.65,0.99,1.78,1.72,0.92,2.19,2.73,0.98,2.71,0.99,1.47,1.78,0.92,1.61,2.19,0.98,2.14,2.73,0.99,1.47,1.78,0.92,1.61,2.19,0.98,2.14,2.73,0.00,1.14,1.73,0.00,0.47,0.78,0.00,0.61,1.19,1.00,2.14,2.73,1.00,1.47,1.78,1.00,1.61,2.19,0.02,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00
13/09/2004,2.677464,27.25,0.635536,1.58%,0.30%,-0.12%,12/12/2004,12/03/2005,08/09/2005,1.59,1.00,1.82,1.69,0.93,2.21,2.75,0.98,2.80,1.00,1.47,1.82,0.93,1.61,2.21,0.98,2.17,2.80,1.00,1.47,1.82,0.93,1.61,2.21,0.98,2.17,2.80,0.00,1.17,1.80,0.00,0.47,0.82,0.00,0.61,1.21,1.00,2.17,2.80,1.00,1.47,1.82,1.00,1.61,2.21,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
14/09/2004,2.776842,27.440001,0.63375,0.20%,-0.40%,-0.36%,13/12/2004,13/03/2005,09/09/2005,1.53,0.99,1.83,1.57,0.92,2.27,2.68,0.97,2.89,0.99,1.45,1.83,0.92,1.59,2.27,0.97,2.18,2.89,0.99,1.45,1.83,0.92,1.59,2.27,0.97,2.18,2.89,0.00,1.18,1.89,0.00,0.45,0.83,0.00,0.59,1.27,1.00,2.18,2.89,1.00,1.45,1.83,1.00,1.59,2.27,0.03,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00
15/09/2004,2.789544,27.190001,0.628571,0.76%,0.11%,1.40%,14/12/2004,14/03/2005,10/09/2005,1.60,1.00,1.85,1.56,0.92,2.29,2.67,0.98,2.92,1.00,1.48,1.85,0.92,1.59,2.29,0.98,2.19,2.92,1.00,1.48,1.85,0.92,1.59,2.29,0.98,2.19,2.92,0.00,1.19,1.92,0.00,0.48,0.85,0.00,0.59,1.29,1.00,2.19,2.92,1.00,1.48,1.85,1.00,1.59,2.29,0.02,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00
16/09/2004,2.83861,27.26,0.649107,1.32%,0.40%,0.93%,15/12/2004,15/03/2005,11/09/2005,1.58,0.99,1.80,1.57,0.91,2.25,2.72,0.97,2.80,0.99,1.46,1.80,0.91,1.58,2.25,0.97,2.16,2.80,0.99,1.46,1.80,0.91,1.58,2.25,0.97,2.16,2.80,0.00,1.16,1.80,0.00,0.46,0.80,0.00,0.58,1.25,1.00,2.16,2.80,1.00,1.46,1.80,1.00,1.58,2.25,0.03,0.00,0.00,0.01,0.00,0.00,0.09,0.00,0.00
17/09/2004,2.926282,27.51,0.663214,0.69%,0.00%,0.66%,16/12/2004,16/03/2005,12/09/2005,1.50,0.99,1.79,1.49,0.90,2.22,2.64,0.97,2.77,0.99,1.43,1.79,0.90,1.54,2.22,0.97,2.12,2.77,0.99,1.43,1.79,0.90,1.54,2.22,0.97,2.12,2.77,0.00,1.12,1.77,0.00,0.43,0.79,0.00,0.54,1.22,1.00,2.12,2.77,1.00,1.43,1.79,1.00,1.54,2.22,0.03,0.00,0.00,0.01,0.00,0.00,0.10,0.00,0.00
20/09/2004,2.972857,27.51,0.673393,-0.56%,-0.40%,0.34%,19/12/2004,19/03/2005,15/09/2005,1.55,0.98,1.66,1.47,0.90,2.18,2.54,0.95,2.64,0.98,1.40,1.66,0.90,1.52,2.18,0.95,2.05,2.64,0.98,1.40,1.66,0.90,1.52,2.18,0.95,2.05,2.64,0.00,1.05,1.64,0.00,0.40,0.66,0.00,0.52,1.18,1.00,2.05,2.64,1.00,1.40,1.66,1.00,1.52,2.18,0.05,0.00,0.00,0.02,0.00,0.00,0.10,0.00,0.00
21/09/2004,2.934999,27.26,0.67875,0.20%,-0.22%,-1.26%,20/12/2004,20/03/2005,16/09/2005,1.57,0.99,1.65,1.53,0.89,2.30,2.55,0.96,2.69,0.99,1.40,1.65,0.89,1.57,2.30,0.96,2.07,2.69,0.99,1.40,1.65,0.89,1.57,2.30,0.96,2.07,2.69,0.00,1.07,1.69,0.00,0.40,0.65,0.00,0.57,1.30,1.00,2.07,2.69,1.00,1.40,1.65,1.00,1.57,2.30,0.04,0.00,0.00,0.01,0.00,0.00,0.11,0.00,0.00
22/09/2004,2.948448,27.120001,0.659286,0.89%,0.37%,0.41%,21/12/2004,21/03/2005,17/09/2005,1.55,1.00,1.73,1.53,0.89,2.37,2.54,0.96,2.85,1.00,1.43,1.73,0.89,1.60,2.37,0.96,2.12,2.85,1.00,1.43,1.73,0.89,1.60,2.37,0.96,2.12,2.85,0.00,1.12,1.85,0.00,0.43,0.73,0.00,0.60,1.37,1.00,2.12,2.85,1.00,1.43,1.73,1.00,1.60,2.37,0.04,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00
23/09/2004,3.009221,27.35,0.665536,-0.36%,-0.10%,0.02%,22/12/2004,22/03/2005,18/09/2005,1.54,0.99,1.71,1.48,0.88,2.30,2.51,0.94,2.85,0.99,1.41,1.71,0.88,1.55,2.30,0.94,2.10,2.85,0.99,1.41,1.71,0.88,1.55,2.30,0.94,2.10,2.85,0.00,1.10,1.85,0.00,0.41,0.71,0.00,0.55,1.30,1.00,2.10,2.85,1.00,1.41,1.71,1.00,1.55,2.30,0.06,0.00,0.00,0.01,0.00,0.00,0.12,0.00,0.00
24/09/2004,2.984563,27.290001,0.665893,-0.57%,-0.16%,0.28%,23/12/2004,23/03/2005,19/09/2005,1.57,0.99,1.72,1.49,0.89,2.28,2.54,0.95,2.82,0.99,1.42,1.72,0.89,1.55,2.28,0.95,2.10,2.82,0.99,1.42,1.72,0.89,1.55,2.28,0.95,2.10,2.82,0.00,1.10,1.82,0.00,0.42,0.72,0.00,0.55,1.28,1.00,2.10,2.82,1.00,1.42,1.72,1.00,1.55,2.28,0.05,0.00,0.00,0.01,0.00,0.00,0.11,0.00,0.00
27/09/2004,2.94546,27.190001,0.670179,3.05%,0.13%,0.59%,26/12/2004,26/03/2005,22/09/2005,1.62,0.99,1.68,1.51,0.89,2.27,2.63,0.93,2.77,0.99,1.43,1.68,0.89,1.56,2.27,0.93,2.11,2.77,0.99,1.43,1.68,0.89,1.56,2.27,0.93,2.11,2.77,0.00,1.11,1.77,0.00,0.43,0.68,0.00,0.56,1.27,1.00,2.11,2.77,1.00,1.43,1.68,1.00,1.56,2.27,0.07,0.00,0.00,0.01,0.00,0.00,0.11,0.00,0.00
28/09/2004,3.159657,27.27,0.679286,1.42%,0.49%,0.72%,27/12/2004,27/03/2005,23/09/2005,1.51,0.98,1.66,1.43,0.89,2.24,2.49,0.93,2.80,0.98,1.39,1.66,0.89,1.52,2.24,0.93,2.07,2.80,0.98,1.39,1.66,0.89,1.52,2.24,0.93,2.07,2.80,0.00,1.07,1.80,0.00,0.39,0.66,0.00,0.52,1.24,1.00,2.07,2.80,1.00,1.39,1.66,1.00,1.52,2.24,0.07,0.00,0.00,0.02,0.00,0.00,0.11,0.00,0.00
29/09/2004,3.264763,27.58,0.690714,-0.49%,0.11%,0.08%,28/12/2004,28/03/2005,24/09/2005,1.47,0.98,1.66,1.38,0.88,2.20,2.41,0.92,2.78,0.98,1.37,1.66,0.88,1.49,2.20,0.92,2.04,2.78,0.98,1.37,1.66,0.88,1.49,2.20,0.92,2.04,2.78,0.00,1.04,1.78,0.00,0.37,0.66,0.00,0.49,1.20,1.00,2.04,2.78,1.00,1.37,1.66,1.00,1.49,2.20,0.08,0.00,0.00,0.02,0.00,0.00,0.12,0.00,0.00
30/09/2004,3.227901,27.65,0.691964,0.99%,0.93%,-0.09%,29/12/2004,29/03/2005,25/09/2005,1.49,0.97,1.66,1.39,0.87,2.15,2.43,0.92,2.76,0.97,1.37,1.66,0.87,1.47,2.15,0.92,2.03,2.76,0.97,1.37,1.66,0.87,1.47,2.15,0.92,2.03,2.76,0.00,1.03,1.76,0.00,0.37,0.66,0.00,0.47,1.15,1.00,2.03,2.76,1.00,1.37,1.66,1.00,1.47,2.15,0.08,0.00,0.00,0.03,0.00,0.00,0.13,0.00,0.00
01/10/2004,3.302123,28.25,0.690536,0.80%,-0.20%,0.13%,30/12/2004,30/03/2005,26/09/2005,1.49,0.95,1.68,1.36,0.86,2.21,2.37,0.89,2.78,0.95,1.37,1.68,0.86,1.48,2.21,0.89,2.02,2.78,0.95,1.37,1.68,0.86,1.48,2.21,0.89,2.02,2.78,0.00,1.02,1.78,0.00,0.37,0.68,0.00,0.48,1.21,1.00,2.02,2.78,1.00,1.37,1.68,1.00,1.48,2.21,0.11,0.00,0.00,0.05,0.00,0.00,0.14,0.00,0.00
04/10/2004,3.363891,28.120001,0.692679,1.05%,0.40%,0.64%,02/01/2005,02/04/2005,29/09/2005,1.50,0.95,1.63,1.34,0.86,2.21,2.29,0.92,2.70,0.95,1.36,1.63,0.86,1.47,2.21,0.92,1.97,2.70,0.95,1.36,1.63,0.86,1.47,2.21,0.92,1.97,2.70,0.00,0.97,1.70,0.00,0.36,0.63,0.00,0.47,1.21,1.00,1.97,2.70,1.00,1.36,1.63,1.00,1.47,2.21,0.08,0.00,0.00,0.05,0.00,0.00,0.14,0.00,0.00
05/10/2004,3.446332,28.379999,0.703036,-0.41%,0.23%,1.38%,03/01/2005,03/04/2005,30/09/2005,1.46,0.94,1.61,1.34,0.85,2.09,2.29,0.91,2.72,0.94,1.34,1.61,0.85,1.43,2.09,0.91,1.97,2.72,0.94,1.34,1.61,0.85,1.43,2.09,0.91,1.97,2.72,0.00,0.97,1.72,0.00,0.34,0.61,0.00,0.43,1.09,1.00,1.97,2.72,1.00,1.34,1.61,1.00,1.43,2.09,0.09,0.00,0.00,0.06,0.00,0.00,0.15,0.00,0.00
06/10/2004,3.414203,28.530001,0.725714,0.56%,-0.55%,-1.10%,04/01/2005,04/04/2005,01/10/2005,1.42,0.94,1.57,1.35,0.85,2.02,2.31,0.89,2.68,0.94,1.31,1.57,0.85,1.41,2.02,0.89,1.96,2.68,0.94,1.31,1.57,0.85,1.41,2.02,0.89,1.96,2.68,0.00,0.96,1.68,0.00,0.31,0.57,0.00,0.41,1.02,1.00,1.96,2.68,1.00,1.31,1.57,1.00,1.41,2.02,0.11,0.00,0.00,0.06,0.00,0.00,0.15,0.00,0.00
07/10/2004,3.458287,28.17,0.7075,-0.35%,-0.28%,-0.62%,05/01/2005,05/04/2005,02/10/2005,1.39,0.95,1.63,1.36,0.87,2.11,2.30,0.89,2.71,0.95,1.32,1.63,0.87,1.45,2.11,0.89,1.97,2.71,0.95,1.32,1.63,0.87,1.45,2.11,0.89,1.97,2.71,0.00,0.97,1.71,0.00,0.32,0.63,0.00,0.45,1.11,1.00,1.97,2.71,1.00,1.32,1.63,1.00,1.45,2.11,0.11,0.00,0.00,0.05,0.00,0.00,0.13,0.00,0.00
08/10/2004,3.430392,27.99,0.6975,-0.79%,0.11%,-0.53%,06/01/2005,06/04/2005,03/10/2005,1.37,0.96,1.65,1.37,0.88,2.17,2.31,0.91,2.79,0.96,1.33,1.65,0.88,1.47,2.17,0.91,2.00,2.79,0.96,1.33,1.65,0.88,1.47,2.17,0.91,2.00,2.79,0.00,1.00,1.79,0.00,0.33,0.65,0.00,0.47,1.17,1.00,2.00,2.79,1.00,1.33,1.65,1.00,1.47,2.17,0.09,0.00,0.00,0.04,0.00,0.00,0.12,0.00,0.00
11/10/2004,3.368873,28.059999,0.689107,0.68%,-0.05%,-0.34%,09/01/2005,09/04/2005,06/10/2005,1.44,0.96,1.79,1.40,0.88,2.19,2.31,0.88,2.68,0.96,1.39,1.79,0.88,1.49,2.19,0.88,1.96,2.68,0.96,1.39,1.79,0.88,1.49,2.19,0.88,1.96,2.68,0.00,0.96,1.68,0.00,0.39,0.79,0.00,0.49,1.19,1.00,1.96,2.68,1.00,1.39,1.79,1.00,1.49,2.19,0.12,0.00,0.00,0.04,0.00,0.00,0.12,0.00,0.00
12/10/2004,3.422173,28.030001,0.68375,1.09%,0.00%,1.63%,10/01/2005,10/04/2005,07/10/2005,1.42,0.96,1.80,1.41,0.89,2.19,2.28,0.88,2.68,0.96,1.39,1.80,0.89,1.50,2.19,0.88,1.94,2.68,0.96,1.39,1.80,0.89,1.50,2.19,0.88,1.94,2.68,0.00,0.94,1.68,0.00,0.39,0.80,0.00,0.50,1.19,1.00,1.94,2.68,1.00,1.39,1.80,1.00,1.50,2.19,0.12,0.00,0.00,0.04,0.00,0.00,0.11,0.00,0.00
13/10/2004,3.509346,28.030001,0.709821,0.34%,-0.36%,5.37%,11/01/2005,11/04/2005,08/10/2005,1.37,0.95,1.62,1.37,0.89,2.11,2.22,0.87,2.53,0.95,1.32,1.62,0.89,1.46,2.11,0.87,1.88,2.53,0.95,1.32,1.62,0.89,1.46,2.11,0.87,1.88,2.53,0.00,0.88,1.53,0.00,0.32,0.62,0.00,0.46,1.11,1.00,1.88,2.53,1.00,1.32,1.62,1.00,1.46,2.11,0.13,0.00,0.00,0.05,0.00,0.00,0.11,0.00,0.00
14/10/2004,3.536743,27.799999,0.803214,0.64%,0.30%,0.50%,12/01/2005,12/04/2005,09/10/2005,1.38,0.96,1.46,1.37,0.91,1.90,2.19,0.88,2.29,0.96,1.26,1.46,0.91,1.39,1.90,0.88,1.79,2.29,0.96,1.26,1.46,0.91,1.39,1.90,0.88,1.79,2.29,0.00,0.79,1.29,0.00,0.26,0.46,0.00,0.39,0.90,1.00,1.79,2.29,1.00,1.26,1.46,1.00,1.39,1.90,0.12,0.00,0.00,0.04,0.00,0.00,0.09,0.00,0.00
15/10/2004,3.589296,27.99,0.8125,1.50%,0.65%,2.10%,13/01/2005,13/04/2005,10/10/2005,1.36,0.94,1.53,1.34,0.89,1.80,2.16,0.87,2.21,0.94,1.28,1.53,0.89,1.35,1.80,0.87,1.75,2.21,0.94,1.28,1.53,0.89,1.35,1.80,0.87,1.75,2.21,0.00,0.75,1.21,0.00,0.28,0.53,0.00,0.35,0.80,1.00,1.75,2.21,1.00,1.28,1.53,1.00,1.35,1.80,0.13,0.00,0.00,0.06,0.00,0.00,0.11,0.00,0.00
18/10/2004,3.715075,28.41,0.852679,-0.36%,-0.35%,-0.30%,16/01/2005,16/04/2005,13/10/2005,1.31,0.92,1.46,1.29,0.88,1.72,1.99,0.87,2.25,0.92,1.23,1.46,0.88,1.30,1.72,0.87,1.70,2.25,0.92,1.23,1.46,0.88,1.30,1.72,0.87,1.70,2.25,0.00,0.70,1.25,0.00,0.23,0.46,0.00,0.30,0.72,1.00,1.70,2.25,1.00,1.23,1.46,1.00,1.30,1.72,0.13,0.00,0.00,0.08,0.00,0.00,0.12,0.00,0.00
19/10/2004,3.684689,28.18,0.846786,-2.24%,0.79%,0.05%,17/01/2005,17/04/2005,14/10/2005,1.38,0.93,1.49,1.26,0.87,1.50,2.00,0.88,2.28,0.93,1.27,1.49,0.87,1.21,1.50,0.88,1.72,2.28,0.93,1.27,1.49,0.87,1.21,1.50,0.88,1.72,2.28,0.00,0.72,1.28,0.00,0.27,0.49,0.00,0.21,0.50,1.00,1.72,2.28,1.00,1.27,1.49,1.00,1.21,1.50,0.12,0.00,0.00,0.07,0.00,0.00,0.13,0.00,0.00
20/10/2004,3.499134,28.700001,0.847679,2.66%,-0.21%,0.43%,18/01/2005,18/04/2005,15/10/2005,1.45,0.92,1.49,1.33,0.86,1.50,2.11,0.85,2.25,0.92,1.29,1.49,0.86,1.23,1.50,0.85,1.74,2.25,0.92,1.29,1.49,0.86,1.23,1.50,0.85,1.74,2.25,0.00,0.74,1.25,0.00,0.29,0.49,0.00,0.23,0.50,1.00,1.74,2.25,1.00,1.29,1.49,1.00,1.23,1.50,0.15,0.00,0.00,0.08,0.00,0.00,0.14,0.00,0.00
21/10/2004,3.720554,28.559999,0.856071,6.23%,-1.27%,-0.48%,19/01/2005,19/04/2005,16/10/2005,1.32,0.91,1.46,1.28,0.86,1.55,2.04,0.86,2.18,0.91,1.23,1.46,0.86,1.23,1.55,0.86,1.69,2.18,0.91,1.23,1.46,0.86,1.23,1.55,0.86,1.69,2.18,0.00,0.69,1.18,0.00,0.23,0.46,0.00,0.23,0.55,1.00,1.69,2.18,1.00,1.23,1.46,1.00,1.23,1.55,0.14,0.00,0.00,0.09,0.00,0.00,0.14,0.00,0.00
22/10/2004,4.294653,27.74,0.846607,3.62%,-0.17%,0.13%,20/01/2005,20/04/2005,17/10/2005,1.12,0.93,1.49,1.15,0.88,1.50,1.77,0.88,2.25,0.93,1.18,1.49,0.88,1.17,1.50,0.88,1.64,2.25,0.93,1.18,1.49,0.88,1.17,1.50,0.88,1.64,2.25,0.00,0.64,1.25,0.00,0.18,0.49,0.00,0.17,0.50,1.00,1.64,2.25,1.00,1.18,1.49,1.00,1.17,1.50,0.12,0.00,0.00,0.07,0.00,0.00,0.12,0.00,0.00
25/10/2004,4.667505,27.629999,0.849107,-1.32%,0.42%,0.38%,23/01/2005,23/04/2005,20/10/2005,0.96,0.93,1.49,1.06,0.88,1.49,1.62,0.90,2.36,0.93,1.13,1.49,0.88,1.14,1.49,0.90,1.63,2.36,0.93,1.13,1.49,0.88,1.14,1.49,0.90,1.63,2.36,0.00,0.63,1.36,0.00,0.13,0.49,0.00,0.14,0.49,1.00,1.63,2.36,1.00,1.13,1.49,1.00,1.14,1.49,0.10,0.00,0.00,0.07,0.00,0.00,0.12,0.00,0.00
26/10/2004,4.528028,27.9,0.856607,0.98%,0.39%,2.06%,24/01/2005,24/04/2005,21/10/2005,0.99,0.92,1.48,1.23,0.90,1.54,1.87,0.89,2.32,0.92,1.13,1.48,0.90,1.22,1.54,0.89,1.69,2.32,0.92,1.13,1.48,0.90,1.22,1.54,0.89,1.69,2.32,0.00,0.69,1.32,0.00,0.13,0.48,0.00,0.22,0.54,1.00,1.69,2.32,1.00,1.13,1.48,1.00,1.22,1.54,0.11,0.00,0.00,0.08,0.00,0.00,0.10,0.00,0.00
27/10/2004,4.631889,28.15,0.898214,1.68%,-0.22%,1.60%,25/01/2005,25/04/2005,22/10/2005,0.95,0.92,1.43,1.20,0.89,1.47,1.83,0.89,2.26,0.92,1.10,1.43,0.89,1.19,1.47,0.89,1.66,2.26,0.92,1.10,1.43,0.89,1.19,1.47,0.89,1.66,2.26,0.00,0.66,1.26,0.00,0.10,0.43,0.00,0.19,0.47,1.00,1.66,2.26,1.00,1.10,1.43,1.00,1.19,1.47,0.11,0.00,0.00,0.08,0.00,0.00,0.11,0.00,0.00
